,APC-A CONTROL,FITC-A CONTROL,FSC-A CONTROL,FSC-H CONTROL,FSC-W CONTROL,HV 450-A CONTROL,PE-A CONTROL,PE-CF594-YG-A CONTROL,SSC-A CONTROL,SSC-H CONTROL,SSC-W CONTROL,Time CONTROL,APC-A EXP,FITC-A EXP,FSC-A EXP,FSC-H EXP,FSC-W EXP,HV 450-A EXP,PE-A EXP,PE-CF594-YG-A EXP,SSC-A EXP,SSC-H EXP,SSC-W EXP,Time EXP
0,69.72000122070312,94.86000061035156,116844.65625,74441.0859375,102867.0,22.079999923706055,80.0,76.0,64414.58984375,73976.6015625,57065.0,0.20000000298023224,45.3599967956543,49.290000915527344,77355.5234375,74235.9296875,68290.0,8.639999389648438,44.79999923706055,25.600000381469727,26411.0703125,69669.78125,24844.0,0.30000001192092896
1,42.0,67.88999938964844,122634.796875,72604.1875,110696.0,29.760000228881836,48.79999923706055,54.400001525878906,30248.25,70940.0703125,27944.0,0.5,1392.719970703125,169.25999450683594,123345.6640625,85225.796875,94849.0,103.68000030517578,839.2000122070312,249.60000610351562,130341.359375,75834.3046875,112641.0,0.4000000059604645
2,34.439998626708984,101.37000274658203,101366.984375,75218.1015625,88319.0,53.7599983215332,62.400001525878906,52.79999923706055,29343.359375,69931.5,27499.0,0.5,28.559999465942383,39.9900016784668,41215.72265625,76126.3046875,35482.0,24.0,100.80000305175781,43.20000076293945,31227.541015625,71712.390625,28538.0,0.6000000238418579
3,41.15999984741211,104.16000366210938,133233.515625,71828.3046875,121562.0,47.03999710083008,62.400001525878906,76.80000305175781,38778.2109375,69100.2421875,36778.0,0.6000000238418579,199.07998657226562,73.47000122070312,113643.390625,73142.4921875,101825.0,110.39999389648438,76.80000305175781,50.400001525878906,21077.51953125,69550.1875,19861.0,1.100000023841858
4,96.5999984741211,50.220001220703125,120029.8359375,72118.703125,109074.0,21.119998931884766,38.400001525878906,10.40000057220459,23458.3203125,68675.265625,22386.0,0.699999988079071,63.839996337890625,66.95999908447266,102766.609375,73743.4140625,91329.0,55.68000030517578,39.20000076293945,72.0,23293.7109375,70203.5625,21745.0,1.2999999523162842
5,87.36000061035156,33.47999954223633,118234.90625,71600.1796875,108221.0,-2.879999876022339,35.20000076293945,28.0,31538.16015625,69683.5859375,29661.0,0.699999988079071,472.91998291015625,191.5800018310547,92634.875,86880.0859375,69877.0,97.91999816894531,371.20001220703125,171.1999969482422,124387.5,77473.6875,105221.0,2.0
6,66.36000061035156,108.80999755859375,79708.5625,77257.71875,67615.0,40.31999969482422,66.4000015258789,56.0,35912.87890625,72402.453125,32507.0,0.699999988079071,91.55999755859375,50.220001220703125,107695.1328125,74478.0078125,94765.0,69.1199951171875,65.5999984741211,56.79999923706055,20243.310546875,70234.828125,18889.0,2.0999999046325684
7,123.47999572753906,105.09000396728516,100652.765625,76202.34375,86564.0,31.67999839782715,145.60000610351562,52.79999923706055,53939.0703125,71315.1796875,49568.0,0.8999999761581421,1256.6400146484375,194.3699951171875,156293.578125,76241.7890625,134347.0,98.87999725341797,931.2000122070312,281.6000061035156,111233.578125,72840.5,100079.0,2.5
8,50.39999771118164,73.47000122070312,128201.8203125,77376.3515625,108584.0,55.68000030517578,42.400001525878906,62.400001525878906,74642.734375,71659.828125,68264.0,1.0,1625.39990234375,88.3499984741211,126890.6328125,77154.859375,107782.0,50.87999725341797,83.20000457763672,42.400001525878906,43876.46875,71391.0390625,40278.0,3.0
9,56.279998779296875,99.51000213623047,131246.296875,75206.421875,114370.0,66.23999786376953,127.20000457763672,68.80000305175781,81833.4921875,72897.109375,73570.0,1.0,96.5999984741211,57.65999984741211,90001.7734375,73129.78125,80656.0,80.63999938964844,68.0,24.80000114440918,17393.791015625,69779.6015625,16336.0,3.0999999046325684
10,258.7200012207031,112.52999877929688,167174.390625,92200.0,118828.0,85.43999481201172,160.8000030517578,90.4000015258789,148818.59375,93999.1484375,103756.0,1.2000000476837158,69.72000122070312,9654.330078125,244438.109375,91980.9609375,174161.0,96.0,162.40000915527344,86.4000015258789,61087.05078125,97054.4921875,41249.0,4.099999904632568
11,21.84000015258789,44.63999938964844,90436.6015625,72641.9140625,81590.0,40.31999969482422,68.0,20.0,49245.359375,68904.3984375,46838.0,1.2999999523162842,510.719970703125,116.25,110019.359375,77366.2890625,93196.0,72.95999908447266,605.6000366210938,150.40000915527344,109076.9140625,74491.109375,95964.0,4.300000190734863
12,21.0,45.56999969482422,106607.71875,71727.046875,97406.0,31.67999839782715,44.79999923706055,20.0,24553.859375,69715.0078125,23082.0,1.5,100.79999542236328,54.869998931884766,76329.75,74560.625,67091.0,33.599998474121094,60.79999923706055,28.80000114440918,19304.939453125,70715.3671875,17891.0,5.199999809265137
13,23.51999855041504,75.33000183105469,106312.25,72433.984375,96188.0,39.36000061035156,40.79999923706055,52.0,29775.810546875,69227.6015625,28188.0,1.600000023841858,509.8799743652344,17.670000076293945,90242.3046875,73976.4375,79946.0,104.63999938964844,-8.0,21.600000381469727,19649.041015625,69992.359375,18398.0,5.199999809265137
14,134.39999389648438,139.5,152972.390625,76458.78125,131119.0,96.95999908447266,165.60000610351562,106.4000015258789,75713.1640625,71395.828125,69499.0,1.600000023841858,90.7199935913086,2020.8900146484375,98398.2109375,74065.9375,87066.0,62.39999771118164,70.4000015258789,57.60000228881836,21965.669921875,69388.8984375,20746.0,5.300000190734863
15,116.75999450683594,155.30999755859375,151001.25,75284.0859375,131449.0,120.95999908447266,109.5999984741211,96.0,122793.484375,74382.734375,108189.0,1.7000000476837158,36.119998931884766,39.060001373291016,90760.2109375,73657.4609375,80753.0,69.1199951171875,48.0,6.400000095367432,21132.390625,69409.734375,19953.0,5.599999904632568
16,61.31999969482422,125.55000305175781,125744.9296875,73123.0390625,112698.0,76.79999542236328,165.60000610351562,76.0,31433.0703125,70010.796875,29424.0,2.0,-2.5199999809265137,3055.050048828125,116152.5390625,74143.5859375,102668.0,71.04000091552734,88.80000305175781,51.20000076293945,24190.23046875,70634.953125,22444.0,5.800000190734863
17,21.0,27.899999618530273,130810.1328125,71097.9140625,120577.0,-14.399999618530273,45.60000228881836,37.60000228881836,25525.7109375,69745.8046875,23985.0,2.0999999046325684,51.23999786376953,36.27000045776367,93194.3203125,73316.796875,83304.0,227.51998901367188,52.79999923706055,25.600000381469727,22230.720703125,69535.7265625,20952.0,6.099999904632568
18,80.63999938964844,44.63999938964844,99162.6796875,74143.1953125,87651.0,30.719999313354492,54.400001525878906,36.0,25345.291015625,69935.1171875,23751.0,2.0999999046325684,63.839996337890625,78.12000274658203,105285.8125,74834.1875,92204.0,1.9199999570846558,77.5999984741211,60.0,31512.12109375,70812.59375,29164.0,6.599999904632568
19,116.75999450683594,123.69000244140625,124270.9296875,77343.7578125,105299.0,74.87999725341797,84.0,100.0,71195.21875,72786.7734375,64103.0,2.200000047683716,488.03997802734375,111.5999984741211,118334.734375,77083.9609375,100607.0,88.31999969482422,528.7999877929688,119.20000457763672,82159.921875,72419.1015625,74351.0,6.599999904632568
20,30.239999771118164,120.9000015258789,138617.640625,72994.40625,124454.0,49.91999816894531,87.20000457763672,80.80000305175781,72266.578125,72685.828125,65158.0,2.200000047683716,383.03997802734375,332.010009765625,116267.78125,71864.546875,106029.0,168.95999145507812,64.0,66.4000015258789,18992.4609375,67849.0078125,18345.0,7.0
21,33.599998474121094,54.869998931884766,128404.1640625,71982.34375,116905.0,40.31999969482422,36.79999923706055,48.79999923706055,37820.30859375,69132.0546875,35853.0,2.299999952316284,135.239990234375,28.829999923706055,104718.9921875,72025.3515625,95284.0,52.79999923706055,39.20000076293945,9.600000381469727,19609.05078125,68458.2734375,18772.0,7.599999904632568
22,48.71999740600586,96.72000122070312,120075.390625,72736.9140625,108188.0,68.15999603271484,80.80000305175781,87.20000457763672,28366.859375,71206.1640625,26108.0,2.9000000953674316,129.36000061035156,771.9000244140625,112174.75,71549.3828125,102747.0,208.3199920654297,71.20000457763672,24.80000114440918,16669.3203125,69111.1875,15807.0,7.699999809265137
23,44.52000045776367,101.37000274658203,111188.515625,71681.46875,101656.0,66.23999786376953,76.80000305175781,74.4000015258789,27706.560546875,70063.953125,25916.0,3.0,292.3199768066406,540.3300170898438,130856.359375,71976.0546875,119148.0,149.75999450683594,92.0,33.60000228881836,21018.0,69009.8046875,19960.0,8.0
24,99.95999908447266,139.5,144342.796875,75305.4921875,125617.0,96.0,103.20000457763672,69.5999984741211,73475.578125,72079.8671875,66805.0,3.0999999046325684,127.67999267578125,45.56999969482422,78200.390625,73477.96875,69748.0,85.43999481201172,37.60000228881836,20.0,17132.4609375,69479.7734375,16160.0,8.0
25,78.1199951171875,98.58000183105469,117420.8515625,71746.96875,107256.0,48.959999084472656,105.5999984741211,65.5999984741211,37518.05859375,69582.9609375,35336.0,3.0999999046325684,948.3599853515625,103.2300033569336,108913.1953125,73451.625,97176.0,76.79999542236328,78.4000015258789,69.5999984741211,69226.4140625,72598.453125,62492.0,8.0
26,1694.2799072265625,1859.070068359375,262143.0,67174.734375,255748.0,940.7999877929688,1723.2000732421875,1279.2000732421875,262143.0,66799.6640625,257184.0,3.0999999046325684,112.55999755859375,75.33000183105469,91623.171875,73575.15625,81612.0,123.83999633789062,28.0,22.399999618530273,23903.791015625,67816.40625,23100.0,8.100000381469727
27,23.51999855041504,134.85000610351562,133602.6875,71087.5859375,123169.0,48.959999084472656,64.0,52.0,27860.009765625,79908.6875,22849.0,3.200000047683716,230.1599884033203,80.91000366210938,98644.7734375,74851.609375,86368.0,128.63999938964844,33.60000228881836,59.20000076293945,29091.330078125,70801.0078125,26928.0,8.199999809265137
28,50.39999771118164,54.869998931884766,154417.578125,70814.15625,142908.0,63.3599967956543,72.0,64.0,37751.4921875,69348.6328125,35676.0,3.299999952316284,141.1199951171875,98.58000183105469,95766.453125,74457.25,84292.0,122.87999725341797,82.4000015258789,46.400001525878906,29477.279296875,69781.2109375,27684.0,8.300000190734863
29,142.8000030517578,216.69000244140625,262143.0,86910.65625,197672.0,251.51998901367188,198.40000915527344,156.8000030517578,165407.015625,82067.3671875,132088.0,3.4000000953674316,24.35999870300293,2778.840087890625,118272.421875,73158.796875,105949.0,31.67999839782715,76.80000305175781,51.20000076293945,29480.0703125,68928.8125,28029.0,8.300000190734863
30,59.63999938964844,46.5,121127.296875,71523.6875,110987.0,21.119998931884766,68.80000305175781,36.79999923706055,27311.310546875,69109.78125,25899.0,3.5,7.559999942779541,39.9900016784668,102260.765625,72109.2421875,92939.0,177.59999084472656,67.20000457763672,37.60000228881836,15588.66015625,67949.3515625,15035.0,9.100000381469727
31,89.04000091552734,98.58000183105469,121828.78125,73305.7734375,108916.0,68.15999603271484,120.80000305175781,77.5999984741211,31238.701171875,69653.6328125,29392.0,3.5,903.0,189.72000122070312,138696.703125,82715.6953125,109890.0,120.95999908447266,979.2000122070312,265.6000061035156,106021.859375,73512.4375,94518.0,9.199999809265137
32,75.5999984741211,119.04000091552734,164385.84375,74075.1328125,145436.0,37.439998626708984,61.60000228881836,71.20000457763672,79390.3828125,72395.625,71868.0,3.5999999046325684,71.4000015258789,87.41999816894531,87686.921875,73120.046875,78592.0,13.4399995803833,93.5999984741211,46.400001525878906,24903.541015625,68782.8125,23728.0,9.300000190734863
33,46.19999694824219,121.83000183105469,148134.328125,72181.5703125,134496.0,31.67999839782715,48.79999923706055,36.79999923706055,41926.26171875,70316.296875,39076.0,3.5999999046325684,1486.7999267578125,182.27999877929688,57122.19140625,89102.6796875,42014.0,109.43999481201172,872.7999877929688,223.1999969482422,116419.2578125,76706.140625,99466.0,9.800000190734863
34,47.87999725341797,43.709999084472656,95160.7734375,74129.6875,84129.0,32.63999938964844,89.5999984741211,13.600000381469727,42117.83984375,69842.234375,39521.0,3.700000047683716,1008.8399658203125,132.99000549316406,118100.90625,77904.9921875,99350.0,48.0,900.0,218.40000915527344,48694.80078125,73110.2578125,43650.0,10.5
35,20.15999984741211,76.26000213623047,98021.0,73307.984375,87629.0,48.959999084472656,76.80000305175781,65.5999984741211,29602.830078125,70555.015625,27497.0,3.9000000953674316,416.6399841308594,72.54000091552734,71920.484375,74159.8984375,63557.0,129.59999084472656,53.60000228881836,15.199999809265137,21178.890625,71615.5,19381.0,10.600000381469727
36,66.36000061035156,105.09000396728516,148098.8125,74962.1875,129476.0,71.04000091552734,78.4000015258789,78.4000015258789,68179.234375,72100.21875,61972.0,3.9000000953674316,24.35999870300293,57.65999984741211,98563.03125,71177.4609375,90751.0,16.31999969482422,57.60000228881836,22.399999618530273,20946.390625,69263.9765625,19819.0,10.600000381469727
37,29.399999618530273,50.220001220703125,98640.0859375,72762.921875,88843.0,1.9199999570846558,56.79999923706055,13.600000381469727,28068.330078125,68283.3828125,26939.0,4.099999904632568,334.3199768066406,2820.68994140625,107092.1328125,73102.90625,96007.0,207.36000061035156,78.4000015258789,36.0,18241.01953125,68660.2421875,17411.0,11.0
38,52.91999816894531,98.58000183105469,126339.2265625,72859.6328125,113640.0,57.599998474121094,83.20000457763672,50.400001525878906,34620.1796875,70104.6953125,32364.0,4.199999809265137,83.15999603271484,47.43000030517578,107516.9140625,74836.484375,94155.0,24.0,73.5999984741211,72.80000305175781,31925.041015625,69493.4609375,30107.0,11.5
39,24.35999870300293,73.47000122070312,78557.5,74340.03125,69254.0,20.15999984741211,53.60000228881836,51.20000076293945,20525.099609375,69721.2890625,19293.0,4.300000190734863,31.079999923706055,26.040000915527344,120717.921875,73028.9296875,108332.0,-5.759999752044678,36.0,36.0,27368.970703125,70306.2421875,25512.0,11.5
40,359.5199890136719,400.83001708984375,262143.0,69476.5078125,247275.0,197.75999450683594,304.8000183105469,281.6000061035156,225553.828125,93822.9375,157551.0,4.300000190734863,164.63999938964844,36.27000045776367,90828.5546875,72902.234375,81651.0,138.239990234375,57.60000228881836,40.79999923706055,18993.390625,68577.5390625,18151.0,11.5
41,-1.6799999475479126,8.369999885559082,100491.2890625,71233.2265625,92454.0,-6.71999979019165,39.20000076293945,4.0,37827.75,69687.96875,35574.0,4.599999904632568,292.3199768066406,39.060001373291016,90085.5234375,73128.0234375,80733.0,72.0,64.0,50.400001525878906,20094.509765625,69409.8828125,18973.0,11.899999618530273
42,82.31999969482422,77.19000244140625,131499.5625,77723.265625,110880.0,56.63999938964844,116.0,44.79999923706055,85975.7109375,72237.234375,78000.0,4.599999904632568,21.84000015258789,10283.9404296875,92153.8125,73848.359375,81781.0,136.3199920654297,95.20000457763672,31.200000762939453,26296.6796875,69533.15625,24785.0,12.0
43,46.19999694824219,65.0999984741211,130744.4765625,71896.4140625,119178.0,42.23999786376953,45.60000228881836,44.0,29003.91015625,70394.796875,27002.0,4.599999904632568,147.0,52.08000183105469,93043.5703125,73681.140625,82758.0,6.71999979019165,53.60000228881836,40.0,26258.55078125,70199.8984375,24514.0,12.100000381469727
44,0.0,65.0999984741211,108918.5546875,72710.0,98172.0,61.439998626708984,73.5999984741211,40.79999923706055,25379.69921875,69280.40625,24008.0,4.699999809265137,485.5199890136719,24.18000030517578,94184.5859375,73484.546875,83997.0,115.19999694824219,30.399999618530273,27.200000762939453,22190.73046875,70049.2109375,20761.0,12.100000381469727
